Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
China,CHN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,2391.4771155819,2601.3634260793,2812.7111346022,3004.42734154728,3206.73002570588,3451.67923093446,3712.33813234941,4024.35569664333,4400.82518340985,4817.21184451855,5334.64663937839,5979.78171182139,6795.17401238784,7412.87436348628,8069.35463838628,8884.58803122452,9680.09769961513,10370.7265716763,11101.9389299998,11851.4042175719,12612.3516512474,13399.1373202686,14243.5326108474,15133.9956182401,15977.763827981,16296.7788985733,17602.6960578959
Colombia,COL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,9518.26014103111,9538.2725510317,9691.02832371513,9578.65601184842,9023.62123323153,9138.31891513086,9146.4048517545,9232.62739498326,9453.32855577981,9816.27758830756,10150.7079222393,10692.7276529183,11272.5779798286,11507.5258254891,11507.7171127214,11890.2030772166,12578.0156267561,12934.965751944,13465.0750436526,13938.2315166162,14215.6882521068,14358.1682181588,14334.9146083622,14426.4343821408,14616.1351241706,13387.7011627869,14648.5921839864
Comoros,COM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,2703.58435102769,2611.82174656777,2659.27397783661,2636.34430789111,2633.56575557764,2863.15184983925,2871.19685329532,2878.5343592749,2881.96070660931,2881.56674362285,2905.68918263989,2923.53230074437,2888.44663400808,2942.99084560344,2976.77945418225,3025.51738376237,3084.82658544172,3115.23803263561,3185.31969710048,3183.15703112003,3150.87762379692,3185.62966370388,3240.17917020286,3294.83197206575,3290.65052676586,3222.37408929598,3228.52685830019
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,998.688313864909,969.808662969944,900.967796417814,865.606612033277,805.277881391273,728.207196902485,691.709145159464,690.659607510025,708.028771122555,733.541896998267,754.66444325739,769.887144633659,792.190884944916,815.011856985158,811.927345184656,841.856287150524,870.07380558193,900.978990443792,944.640247467799,999.072133543006,1032.57186488287,1021.32719835857,1023.53983315292,1048.24644680706,1059.89211136718,1044.07121384631,1073.64327104274
"Congo, Rep.",COG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,4453.43083827626,4522.00845372844,4402.40809466611,4470.3470745821,4240.1559969383,4390.56305706482,4389.35371211757,4484.28058536639,4397.33055897957,4398.20377814002,4571.79311665503,4755.03021479219,4280.02466909869,4401.66453161405,4720.41467457233,4977.97311454786,4925.37690253992,5267.04961673407,5105.16983789706,5319.38724879789,5009.43226691254,4363.75392494278,4073.92608527555,3786.4119996175,3695.06169357,3384.65433532175,3234.39297192763
Costa Rica,CRI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,11290.9595810182,11182.479348576,11532.4627154254,12092.4758087467,12343.710851212,12570.6960867797,12771.9507693651,12986.0006839994,13333.2172573627,13713.0083489999,14049.909396661,14864.7814203688,15861.8745788087,16385.0010002282,16024.0300610139,16667.0165204788,17186.4484431722,17809.9405635769,18044.9450067206,18480.6517542453,18956.1919322979,19553.5988588871,20168.2204808997,20503.2768037147,20818.061678299,19824.3468365514,21199.2813398583
Cote d'Ivoire,CIV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,3831.71560256252,3985.40226841008,4220.48532578841,4255.1754247633,4176.59713916772,4052.9819384192,3863.16675814858,3664.51942790425,3407.97883341176,3435.28027536286,3391.71181608324,3410.99791231133,3374.84762302979,3461.71174630552,3511.29250629599,3673.18128243718,3404.5246019183,3589.42171379413,3894.51548949828,4162.02435776379,4347.77771319509,4541.19490754339,4750.93645090584,4949.61471924847,5126.63411463495,5098.55983256984,5325.03048196005
Croatia,HRV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,15070.8552651381,16234.405553222,17320.8777002177,17734.5050116504,17678.3897811663,18364.9786763039,19672.1961430575,20793.7649202038,21944.4266405828,22849.6528412662,23793.0530384974,24949.9351111624,26203.4349393049,26731.167404834,24834.3448473747,24586.1306071014,24649.7958046265,24148.7453554322,24119.7572169774,24114.2243450488,24927.0349236527,25995.1913501162,27206.9654125638,28219.9630188516,29347.5482268596,26945.9078640121,31630.1766373982
Cuba,CUB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,28613.9000650843,29474.5907313219,29555.4375798904,29035.6515086867,28598.5661791242,28067.0789929784,27802.9785036799,27932.5887117975,28186.8708808634,27855.1405790009,27527.4892992372,27305.3738655657,27061.8535698324,26539.6102426937,25869.7818913913,25604.9294357721,25113.6950894062,24599.9378277875,24193.612981765,23659.2347332019,19607.4318759244,20783.0856106631
Cyprus,CYP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,28631.46875,28530.576171875,28871.865234375,30262.837890625,31421.783203125,32943.90625,33878.89453125,34739.77734375,35220.4453125,36499.234375,37723.33203125,38847.9765625,39968.39453125,40398.6796875,38536.03515625,38398.5546875,37587.21484375,35742.66796875,33465.828125,33235.2578125,34567.80078125,36671.55078125,38415.109375,40092.67578125,41739.46484375,39464.53515625,41694.2578125
Czechia,CZE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,22758.5968118404,23756.9783859253,23659.3207939067,23597.3061804104,23948.3850340351,24976.5063182959,25833.4146699938,26289.6261389536,27239.5594440384,28542.2548172745,30384.4466487841,32352.8129664551,33956.2459846788,34580.4433462984,32782.6123492193,33483.137594809,34002.1897752206,33688.0998344582,33661.4684161727,34386.7049143977,36168.4185553861,37014.9592935816,38824.8879170919,39941.2853497589,40989.7266228223,38639.9795202601,40740.9939756632
Denmark,DNK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,43015.6775097607,44013.3855851544,45260.1371186812,46096.3697234041,47298.5373518437,48907.0114021027,49133.2231026505,49204.8990055345,49262.6449732556,50446.5416048985,51483.273786293,53322.2889991783,53569.0280238008,52982.5317373493,50114.0500523227,50825.4122929358,51293.2061782002,51216.309409926,51479.2664533017,52048.3354927846,52892.6460290247,54185.0084787703,55356.680780178,56178.7746299825,56813.9641554635,55518.5971009156,57962.6540943813
Djibouti,DJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3664.26803619943,3854.26995628598,4073.62245479949,4291.2973762258,4451.68384614482,4589.37832627416,4768.11300470727,4753.8878860134,4913.25644121028
Dominica,DMA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,8587.9365216236,8859.004086886,9063.76764768208,9425.36562362804,9491.78345633265,9763.94122601566,9785.33996073694,9493.42741159894,10070.0042883003,10357.2335536786,10409.9820860605,10884.2531377088,11570.1724107084,12392.8297404105,12246.9940872336,12335.1099271963,12309.8622178234,12153.687730068,12044.2218719671,12516.3840491873,12063.8956796634,12385.2690878926,11511.6064241415,11849.3015364933,12395.4204702077,10255.7609844121,10878.0369756066
Dominican Republic,DOM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,7349.36349041599,7650.11337062146,8189.04583831144,8599.56474316529,8970.39423783387,9246.30941620922,9333.5704881453,9613.33169817667,9351.32395116499,9460.91291134527,10215.4993710392,11009.2750694517,11677.2541307516,11899.2276476721,11856.0474200601,12677.0175637642,12905.288988573,13087.9489899427,13555.5113586867,14334.733860885,15145.4694592907,15967.2022809286,16524.5338420587,17484.1217559257,18171.0609627655,16768.4261044255,18626.0786815748
Ecuador,ECU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,8496.69673222444,8487.08619825399,8697.35372634099,8825.48697397826,8263.37726959497,8211.71125413845,8395.83265754095,8589.28386673127,8670.21073976421,9220.32540947744,9542.22499460196,9792.42181991219,9836.41910460756,10284.9542658843,10170.6509379627,10355.8226596754,10988.7221081401,11424.1523292447,11806.9238358507,12073.8104194928,11908.215784299,11587.8253010112,11679.4302342769,11608.4190498367,11390.2169659569,10356.9742017158,10668.7582914222
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,6298.12422895363,6471.30192462461,6681.15982208316,6904.00345645872,7168.82076672136,7469.11306129226,7575.76266142077,7596.31949501487,7676.93616241101,7830.36793430626,8019.87267530951,8403.55361485867,8825.25106325175,9273.41217131806,9518.77911481844,9807.83561239505,9762.97365439717,9757.13659090014,9742.14355657973,9793.95462080611,9999.19069171767,10218.3938124509,10435.9171944662,10783.7616532392,11180.6970642276,11380.8469978976,11566.0496483523
El Salvador,SLV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,6109.74613453773,6107.32148951275,6249.9158649966,6369.40913163038,6464.53168767823,6499.45072296525,6524.19624179878,6601.26294629588,6687.27328136662,6736.90670445183,6916.69366233217,7221.4995244467,7343.91072837548,7470.75137868382,7287.1759161935,7412.97780268839,7665.94806043204,7851.70174390033,7995.63291036521,8100.97530616545,8266.7225787575,8450.2508800789,8617.92170824529,8812.2009379822,9021.42602229223,8267.25102394745,9086.04709819138
Equatorial Guinea,GNQ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,1578.04943987662,2530.19877032525,6084.62307492645,7242.22492560601,8749.4258683878,9890.81773740153,15389.1559944404,17534.8470755054,19081.9262331196,25164.153285585,28075.1780756811,28879.3520851043,31770.0147878693,35688.6470720477,34479.8948330445,29944.2618032545,30502.6004688321,31680.6597401383,29143.0218017857,28106.1983886504,24563.5006044462,21566.0570482721,19617.8447053636,17764.9696298828,16240.3698101562,15132.3799742142,14637.0073498595
Eritrea,ERI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,12730.7174142214,13558.5685292989,15503.8448315578,16332.8199308887,16215.5789517586,17765.2075336124,18952.1070075434,20364.0087374035,22049.6827903416,23691.1529865284,26096.9883386237,28814.9203164655,31140.5798350899,29621.7645299993,25337.175235261,26015.7463509325,27990.136407635,28997.3228845385,29525.1188635117,30494.0963031973,31038.8046287051,32008.9343566614,33821.93290847,34979.8670494407,36153.4319482746,35883.265325261,38717.6961505119
Eswatini,SWZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,5111.51525538902,5198.78801572284,5267.32711824176,5326.93604769329,5412.97800561914,5443.4393569793,5443.27893937847,5630.80407734158,5805.16184303596,5976.21180197304,6298.53114439771,6639.71844158834,6894.08757714637,6913.34842926964,6989.3779100673,7221.33596420163,7347.20458865978,7701.39398918397,7949.58793350199,7969.20771283189,8088.73448058413,8113.23960658031,8213.92062519495,8342.99766647442,8501.26633464844,8290.40945079973,8856.82897431453
Ethiopia,ETH,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,671.541028680957,731.184621788006,730.874982016494,684.33263093824,698.193425297066,719.004435514051,756.272564393651,745.53779452733,708.53266368312,781.913516744977,849.847673325314,915.673438327061,991.883400804938,1068.13800881515,1130.03184035037,1236.47940941404,1336.06695076749,1411.13592886177,1518.1437623013,1629.18906979629,1750.6727312872,1864.48766816335,1987.96875367138,2067.45649659251,2181.65887703263,2253.23578832192,2319.06825203341
Faroe Islands,FRO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,8827.79986400784,9201.68408718683,8909.38571419783,8921.25588630205,9594.63697204944,9328.58130318814,9415.50237885171,9618.80618330387,9619.74647786218,10031.5572282965,10006.7669139259,10097.9616640164,9927.02230030624,9961.51229138346,9772.74360120078,10019.4125012392,10254.3588048022,10368.2158396057,10830.6102180965,11411.1836716589,11903.5016135142,12179.070677301,12822.0135997922,13311.1668940929,13241.3539549648,10966.925117563,10359.2036864105
Finland,FIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,31499.80577579,32548.0151553704,34506.7718790729,36293.3915600144,37795.0577604714,39894.1944569685,40842.3417724243,41439.019233448,42168.6934671901,43724.9661225981,44786.9096643071,46412.2003478176,48664.265707071,48817.989492787,44662.100140396,45874.6613021399,46825.8248388831,45952.246383366,45328.5753218041,44976.7764487708,45072.5902146238,46206.7878130494,47570.133583848,48048.5246160501,48583.4339897935,47443.903598625,48753.3547090561
France,FRA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,35176.6221101421,35546.5832844174,36247.6042941415,37409.3954906364,38490.040182087,39726.4884007159,40220.1008603728,40381.4595325319,40425.6380520509,41265.1269211355,41638.0317796772,42362.985412525,43123.5011328544,42993.0595165288,41544.0226065122,42145.6819456785,42862.415796739,42789.0519131717,42813.9335350732,43021.3946358903,43345.7864281559,43705.1475593257,44577.0645745394,45245.9608684875,45922.7947390313,42233.1396001127,44993.1259455262
French Polynesia,PYF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,17903.7821563099,18091.0472921874,18655.6530438937,18825.3611700472,16716.3720684957,15987.0890848748,15907.8643345026,15453.0495552866,15379.622091738,15062.6403187925,15028.3676284766,14177.0879324268,14570.7549444887,13646.6176222541,13221.7656654831,13682.8475255477,14145.6508031578,14367.9999147727,14655.3655518015,14785.3986692256,14892.0357902738,14783.0781171838,14478.1303050188,14254.4616972272,14478.0017220931,13903.2889546654,13813.723140754
"Gambia, The",GMB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,1933.30983350226,1919.26029714201,1955.31729759107,1965.27714488359,2030.69648045484,2081.22229631874,2139.55657990598,2011.85403220335,2089.62102955405,2173.15936437648,2060.52281922672,1988.09700181441,1986.39596364259,2046.13421736956,2115.6148228584,2172.19383717868,1934.727946418,1974.09405665285,1969.77695028352,1885.14203449669,1905.82299441223,1889.13802091669,1927.0399420242,2012.59077029834,2083.3090583462,2042.62028935163,2076.5664341973
Georgia,GEO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,3243.84621344181,3740.48545328952,4268.69527327204,4511.48880328071,4737.405515582,4919.23187995616,5236.22280631371,5572.62200637586,6230.82190884126,6632.81426469502,7315.19848048057,8049.90605481459,9109.89774086377,9358.61458957779,9097.42124780979,9736.73209374292,10541.4719031056,11295.7540913053,11740.0891163337,12254.6456549529,12605.1400698178,12963.7439586374,13589.7073915159,14253.4089858441,14989.2581602038,13966.3263350166,15486.6589938955
Germany,DEU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,39366.0886366488,39568.6024740843,40218.8468799392,41022.6146311397,41769.8120329084,42928.1813366719,43576.6365260124,43417.3079988044,43089.4738197519,43605.2786723109,43949.2881791796,45678.0819192686,47100.6097046962,47643.2227372401,45044.4863870437,46999.2399709894,49757.9241566763,49872.4474888681,49954.173749339,50845.5269954271,51159.2974643888,51879.6725937905,53071.4555699913,53431.3928655449,53874.3166510099,51840.3296919358,53179.6544047515
Ghana,GHA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,2512.11226717745,2568.07042375309,2613.72547096007,2671.26621430921,2721.60301274861,2752.16477326633,2787.12561648713,2833.58842124609,2901.10787290517,2982.88747185112,3075.96273112227,3187.57643715953,3240.59260789284,3447.2747779802,3523.78938662628,3709.39576125858,4128.56017880333,4402.54595248917,4610.02791537354,4628.90141332145,4616.6194141642,4662.01147392713,4929.56795405121,5125.24948962186,5345.94159228145,5263.52660284738,5435.23768479721
Gibraltar,GIB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,24920.72893517,25521.2793744832,26534.4950478701,27415.6259519279,28149.843755764,29133.8394364843,30180.2258479604,31249.3973548441,32981.3517843691,34564.9112761871,34670.1850265467,36520.0480347644,37619.6608561742,37394.1725254225,35691.9459430994,33693.2114765963,30318.4046680383,28322.5730581368,27810.9112255691,28129.9613244489,28260.3866739065,28239.9192063819,28604.8609402657,29141.1743829385,29721.5857620428,27103.5409073372,29548.0389102217
Greenland,GRL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,8351.2515858274,8656.51418469943,9030.13348995614,10029.6302332489,10658.9817989589,11116.6117080388,10840.7648891215,11182.8332376487,12183.874014546,12019.2168857566,13523.777516333,12897.5943514122,13597.0827244508,13634.0307456326,12645.6918407716,12493.8845504652,12493.1639456701,12242.9527399202,12420.1482972304,13215.9133462459,13948.46699075,14351.2860910978,14869.9825695018,15401.7268244236,15393.7911544332,13175.4227911182,13688.2558016096
Guam,GUM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,6033.04269462534,6064.02081733548,6181.17234432379,6338.33807417112,6428.04797639113,6499.88328517311,6493.60646967771,6589.73707436894,6612.66987730145,6676.70453318824,6753.68253599957,6972.38159210706,7269.2062604465,7365.2804361703,7262.50010896451,7335.98897429945,7503.67465594417,7590.75546737921,7734.11770732066,7939.37437823934,8125.65553391647,8206.04798668298,8322.21680991504,8469.11528803522,8671.70271768025,8390.22218026354,8926.70011657741
Guinea,GIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,1552.4916641809,1576.42386700427,1624.34639883587,1651.99871778965,1676.71821198145,1685.27633120408,1724.43550338559,1785.57330458925,1767.79103888495,1771.04529791293,1788.38965349532,1772.71497743125,1850.63720339771,1881.2697906555,1815.31577685834,1856.49018909616,1912.81785663259,1976.95808938118,2005.38190842043,2028.51478090749,2053.11160155742,2217.109306952,2383.57886734224,2471.719002268,2545.14020150947,2604.11723407188,2640.34419094782
Guinea-Bissau,GNB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,2035.22378303484,2224.74865276944,2324.84382558608,1641.0307488382,1627.07534982556,1681.40622921676,1681.95601479356,1628.73032720414,1600.67090793725,1606.58214269355,1635.41433981726,1632.50514634058,1643.37689899939,1652.88436103853,1665.20079276997,1697.4955890648,1787.07396932316,1710.02376978071,1718.8620748877,1690.09113550982,1748.02923262025,1811.30097094519,1872.30928139809,1851.88654557709,1890.53310322385,1803.6305907651,1831.38322874078
Guyana,GUY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,6749.16011295815,7267.89413932607,7700.34008777115,7556.17533226613,7766.33261018874,7649.9495600889,7816.52611406367,7899.71415186693,7847.30343133406,7971.43078958858,7823.26749903811,8239.12469232144,8853.16980114123,9036.88507021158,9399.29718526734,9831.80939701741,10394.1422900566,10946.45462788,11293.949615957,11427.8730721083,11446.7634778885,11819.1548560347,12193.6216799112,12374.2195041719,12820.4897019679,18430.5697454289,21925.1868587383
Haiti,HTI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,2884.8914113037,2948.95296785278,2973.39104579357,2983.34025451691,3008.93460989969,2980.19165427549,2917.11352716224,2896.80854078112,2946.37715104224,2859.12602112778,2898.31752556531,2900.43780013471,2987.13007872748,3017.07473117556,3143.7734329996,2932.27914885562,3047.27457223833,3015.8586575098,3099.47732200378,3106.98495517343,3141.04680607943,3153.17630884247,3187.78976136778,3197.14126514751,3101.5941218094,2959.08944447288,2870.1450365554
Honduras,HND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,3953.10242520846,3916.74138559872,3985.10763367328,4020.58580484357,3886.98547402139,4058.02886183231,4058.1116426846,4101.27699177832,4179.42286445425,4330.73931777835,4482.75768557457,4665.76729221371,4842.42277095403,4936.86907633085,4714.67926445949,4790.10957270128,4874.87358351561,4978.07402348643,5020.93686421229,5079.70344966707,5180.18669368863,5287.25283047757,5447.69879159062,5561.26253321236,5613.66058791544,5028.14510891989,5572.17698802611
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,34545.5323285151,34452.9883945378,35909.7923860988,33516.3555462308,34029.9387104498,36316.2406296934,36251.7559758838,36689.4890610816,37885.5480422542,40861.6822156209,43689.3390133626,46462.4615447422,49042.7754073996,49787.6426727764,48458.869385309,51359.8077727934,53471.7954216555,53783.9440799047,55229.6066152739,56358.0441703044,57214.6906618598,58098.3943979865,59842.2129961658,61055.3381296258,59588.5186115321,55888.6883313879,59978.1484550566
Hungary,HUN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,16615.1625534699,16657.4438558668,17215.6552344826,17928.7345289766,18531.7496543312,19412.1834111207,20249.4476396525,21270.0124793944,22200.1034081041,23362.8116037033,24414.5827800472,25417.5470560859,25527.5638613037,25829.0324433882,24162.2676854252,24477.5753134225,25005.286658847,24820.5161149403,25337.5872257154,26481.1657207028,27528.3058524247,28217.3540374351,29501.1204204706,31122.5027861567,32649.141606821,31231.5959420002,33593.1519691848
Iceland,ISL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,33666.1804992579,35014.1990887885,36732.9319274562,39017.4376817623,40103.865986755,41530.5173238278,42626.9230684437,42484.5161077418,43095.3568616423,46051.74388765,48104.6518132004,49956.8486452996,52827.0101225049,52999.4375361804,48770.9503367158,47457.6229185836,48186.1672876621,48440.2550840897,50168.6885349698,50450.7416120996,52142.9328074888,54665.7639158138,55638.4920591796,56816.363605094,56923.1724505126,52174.5723818771,53586.1556357122
India,IND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,2103.72715529473,2218.82434213447,2264.79557073265,2359.89255117272,2521.57665792208,2571.14965568846,2646.87822424904,2699.17810240919,2861.57470800053,3037.06381503522,3225.54433045079,3432.8192514162,3642.00241028405,3701.39547865959,3937.23764188214,4213.36299135173,4374.23227160662,4551.86212668958,4780.12034494608,5071.04708421309,5411.87558832619,5789.67806579605,6112.06664986172,6436.15340234422,6608.62407769303,6114.03158047243,6592.04179103212
Indonesia,IDN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,5856.21189193332,6212.67127632879,6401.21516887855,5474.59756980763,5435.75524917065,5621.26204059787,5744.49398762402,5921.07784712137,6121.66619155419,6348.29457918128,6625.61466466164,6899.85120377747,7242.01816570773,7578.20522100623,7828.80918805405,8212.63445355321,8610.52884835933,9015.80086111248,9402.1079541146,9759.02520719293,10121.8409246605,10519.2950589966,10941.9209510231,11397.4314013759,11857.7891170417,11515.7403463687,11858.1465116385
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,10006.9331483107,10503.5924565087,10495.131328431,10547.8397286288,10589.984709172,11026.1018073584,11098.4462354545,11878.8623553506,12785.9301389304,13126.5825527074,13328.9563942001,13780.7279300197,14689.5604478366,14525.760246922,14473.8328895028,15099.4601948801,15302.2019356122,14541.8493733631,14113.4577883095,14538.5218696862,14010.8582615974,14968.595046498,15163.292311303,14628.946343642,14084.3535121898,14432.36271404,15004.6879711363
Iraq,IRQ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,4136.3256779175,4445.65263007097,5222.93007445505,6822.68101559264,7763.87253379783,8779.79256186123,8654.4536917727,7693.85803867186,4726.97404753357,7044.68682500453,6952.88933035738,7292.88705736069,7493.8439168457,7955.69609819,7933.82117632727,8178.30525184649,8493.08246699665,9251.98240288708,9503.87503980183,9194.86407751355,9371.21348719184,10404.2038670674,9976.85494186285,9995.04951307618,10299.3162890193,8919.79745592493,8962.3941427692
Ireland,IRL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,32614.9661080609,34745.803883287,38190.4980640358,41107.2990688178,44926.5289446156,48500.3473666542,50266.9576734743,52342.8603565805,53049.1678621127,55623.8868409015,57548.9967906443,58812.3062452685,60170.4182379259,56312.5041323963,52902.8881329505,53500.9148897485,53712.2857359299,53482.2006452691,53800.2087807366,58027.8389827602,71490.8030914262,72106.7986291405,77749.2019569363,83340.3915953792,86681.2701326,91099.7485419568,102496.220004421
Isle of Man,IMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,26668.6191125109,27520.045903373,27858.3998116112,28349.1471205167,28556.7957546025,30223.8827593659,29618.4179945428,28994.69700397,28872.8188166406,29724.1472469172,30412.0788042328,31547.2317194364,32861.6731359532,33332.5884496923,32832.7309981456,34065.8420318216,35301.8199783301,35552.853258313,36436.3843546278,37144.4807021205,37321.0169615304,38251.2969437741,39121.2958325461,39936.7677537958,40810.0545001143,39351.8959819247,42061.2409157787
Italy,ITA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,38947.2013118497,39429.4955552037,40129.9018819235,40844.745605278,41501.788369041,43053.93306429,43869.4279411713,43915.385340484,43781.2199783421,44118.0366368665,44260.8274173515,44918.1703531499,45356.5367193485,44623.6020153057,42074.9212455091,42664.3552727925,42892.3055641948,41501.7112309705,40268.1127892773,39898.5264609826,40247.8290437942,40837.7376281437,41581.120790548,42045.9214694407,42739.0499116836,39065.2820998578,41929.4311112097
Jamaica,JAM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,10055.7999397401,9951.08526702805,9752.6572892574,9445.07798710312,9471.59863925013,9496.54312229754,9575.87610032087,9719.60250127921,10027.3687060882,10110.535305957,10151.9766153146,10396.5932329678,10500.3339496435,10376.1023751649,9885.0239292059,9700.02741819298,9823.77352773865,9715.20835448434,9718.62476276768,9745.55400812848,9800.50685019155,9906.04021998967,9984.57711737026,10160.7632702319,10244.3661921245,9198.14840477201,9596.56440432683
